"","id","wls_cw_sysid","cw_code","cw_name","cw_source_name","cw_source_type","pod_number","cw_legislation","cw_date_created","cw_status","organization","organization_count","organization_type","water_system_name","cw_use","source_category","source_comments","water_treatment_type","water_treatment_location","connections_count","connected_cw_name","connected_cw_pod_number","natural_resource_district","health_authority","cw_assessment_ind","cw_assessment_url","water_qlty_obj_status","water_qlty_obj_overvw_rpt_url","water_qlty_obj_tech_rpt_url","water_qlty_obj_rpt_year","water_qlty_obj_type","organization_concerns","waterworks_damage","general_comments","feature_area_sqm","feature_length_m","objectid","se_anno_cad_data","watershed_area","og_watershed_area","prot_og_watershed_area","og_percentage","prot_percentage","at_risk_area","perc_at_risk"
"37","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f99",53,"310.095","King Edward (Deer) Community Watershed","Deer Creek","CR","PD58019","Forest Practices Code",1996-10-10,"DESIGNATED - REVIEW","Regional District of North Okanagan",1,"Waterworks","Greater Vernon Water System","IRRIGATION","SW (other CW) & SW (CW)","SW","NONE","NO TREATMENT",38563,"Coldstream Creek, Swayne Brook, Deer Creek","PD57919, PD57931, PD58019","Okanagan Shuswap Natural Resource District","Interior","Yes","http://a100.gov.bc.ca/pub/acat/public/viewReport.do?reportId=8257","Complete",NA,"https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-objectives/thomp-ok-wqos/technical_coldstream_wqo_jan_2016.pdf",2015,"MOE Report","Forestry, range use, recreation, urban and rural development, highway","Indirectly - due to access on logging roads","This water supplier obtains potable water from wells, and uses surface water source for irrigation, fire suppression, etc. ",20308780.7243,23837.7193,75781,NA,2030.87807242442,218.945108042301,0,10.78,0,218.945108042301,10.78
"38","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f98",54,"340.013","Blunt Community Watershed","Blunt Creek","CR","PD27616","Forest Practices Code",1995-06-15,"DESIGNATED","Ridgewood Improvement District ",1,"Waterworks","Ridgewood Improvement District","PRIMARY","SW","SW - Water source is surface water from an artesian spring","Disinfection & filtration","TREATMENT FACILITY",47,"Blunt Creek, South Blunt Creek ","PD27620, PD27616","Selkirk Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,"Forestry, water quantity, turbidity, mining","Unknown","Water source is surface water from an artesian spring",73227.9415,2540.8814,75782,NA,7.32279415000156,0,0,0,0,0,0
"39","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f97",26,"110.001","Cohen Community Watershed","Cohen Creek","CR","PD43816","Forest Practices Code",1995-06-15,"DESIGNATED","Hemlock Utility Services",1,"Waterworks","Hemlock Utility Services Ltd. Water Division","PRIMARY","SW","SW","Disinfection","INTAKE",240,NA,NA,"Chilliwack Natural Resource District","Fraser","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,"No",NA,597569.7541,3111.7856,75754,NA,59.7569754124707,19.8178181302346,1.77211795491967,33.16,2.97,18.045700175315,30.2
"40","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f96",27,"900.031","Jefferd Community Watershed","Jefferd Creek","CR","PD44684","Forest Practices Code",1995-06-15,"DESIGNATED","Stillwater Waterworks District",1,"Waterworks",NA,"PRIMARY","SW","SW","Disinfection","TREATMENT FACILITY",97,NA,NA,"Sunshine Coast Natural Resource District","Vancouver Coastal","No",NA,"Not completed by 2019",NA,NA,0,NA,"Forestry, gravel pit","Yes",NA,3155036.0603,9023.688,75755,NA,315.503606031409,0,0,0,0,0,0
"41","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f95",28,"119.006","Rideau Community Watershed","Rideau Brook","BR","PD43548","Forest Practices Code",1995-06-15,"DESIGNATED","Regional Municipality of Whistler",1,"Waterworks",NA,"EMERGENCY BACKUP/FUTURE SOURCE/FIREFIGHTING","SW (other CW) & SW (CW)","SW (other CW)","NA","NA",0,NA,NA,"Sea to Sky Natural Resource District","Vancouver Coastal","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,NA,"User is currently only using this source for firefighting but there is the potential to reactivate as there are limited other sources for municipal water, and currently municipal sources may not be insufficient in times of drought or if there is expansion (likely) in the municipality.",676469.1603,3743.0753,75756,NA,67.6469160250373,15.072464265405,0,22.28,0,15.072464265405,22.28
"42","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f94",29,"128.005","Corning Community Watershed","Corning Creek","CR","PD70827","Forest Practices Code",1999-10-01,"DESIGNATED","Group of Water Users",1,"Several Water Users",NA,"OTHER SOURCE","Unknown","Unknown",NA,"NOT SPECIFIED",0,NA,NA,"Okanagan Shuswap Natural Resource District","Interior","Yes","http://a100.gov.bc.ca/pub/acat/public/viewReport.do?reportId=8562","Not completed by 2019",NA,NA,0,NA,NA,NA,"No current licenses at the POD listed (70827) but there are about 50 current drinking water licenses in this watershed including 17 current domestic at PD48172 and many others upstream of PD70827. There was a prior complaint to the FPB by users on a POD on Freeman Brook (https://www.bcfpb.ca/sites/default/files/reports/IRC72-Cattle-Grazing-in-a-Community-Watershed.pdf)",30617662.0539,30294.4942,75757,NA,3061.76620539428,134.814883968352,61,4.4,1.99,73.8148839683521,2.41
"43","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f93",30,"930.013","Malachan Community Watershed","Malachan Creek","CR","PD30186","Forest Practices Code",1995-06-15,"DESIGNATED","Ditidaht First Nation",1,"Waterworks",NA,"EMERGENCY BACKUP","SW (other)","SW - water supplier maintains infrastructure on the creek including the intake, valves, etc.",NA,"NOT SPECIFIED",0,NA,NA,"South Island Natural Resource District","Vancouver Island","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,NA,NA,2805271.2248,10729.789,75758,NA,280.527122481524,22.327946438786,7.52752867930532,7.96,2.68,14.8004177594807,5.28
"44","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f92",31,"900.046","Montizambert Community Watershed","Montizambert Creek","CR","PD60204","Forest Practices Code",1995-06-15,"DESIGNATED","District of West Vancouver",1,"Waterworks","Montizambert Creek Water Supply","PRIMARY","SW","SW","Filtration","TREATMENT FACILITY",90,NA,NA,"Chilliwack Natural Resource District","Vancouver Coastal","No",NA,"Not completed by 2019",NA,NA,0,NA,"Water quantity, turbidity","No","The community watershed source is in use and supplies water to all the residents north of Horseshoe Bay up to the District boundary with the exception of the Seascape Development which has their own water source.",3847421.0345,9431.2129,75759,NA,384.742103450089,176.490835766035,176.486100918634,45.87,45.87,0.00473484740106755,0
"45","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f91",32,"900.024","Harvey Community Watershed","Harvey Creek","CR","PD60192","Forest Practices Code",1995-06-15,"DESIGNATED","The Municipality of the Village of Lions Bay",1,"Waterworks","Harvey Creek Water System","PRIMARY","SW","SW","Disinfection x2","TREATMENT FACILITY",591,"Harvey Creek, Magnesia Creek","PD60183, PD60192","Chilliwack Natural Resource District","Vancouver Coastal","No",NA,"Not completed by 2019",NA,NA,0,NA,"Water quantity, debris/slides","No",NA,6349587.3037,10324.2325,75760,NA,634.958730375076,104.89329165144,49.1253153833654,16.52,7.74,55.7679762680745,8.78
"46","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f90",33,"400.009","Ten Link Community Watershed","Ten Link Creek","GUI","PD34683","Forest Practices Code",1995-06-15,"DESIGNATED","Gitanyow First Nation",1,"Waterworks","Gitanyow 1 - Gitanyow First Nation Small Water System","PRIMARY - GUDI in CW","GW (GUDI)","GW (GUDI)","NONE","NO TREATMENT",130,NA,NA,"Skeena Stikine Natural Resource District","Northern","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,"No",NA,7184461.6438,13355.7446,75761,NA,718.446164381159,83.4291742076381,20.4558618791594,11.61,2.85,62.9733123284787,8.77
"47","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f8f",34,"430.003","Rosswood(Clear Cr) Community Watershed","Carlota Creek","CR","PD36048","Forest and Range Practices Act",2006-05-17,"DESIGNATED - REVIEW",NA,0,"None","Unknown","IRRIGATION","SW","SW","Unknown","NA",4,NA,NA,"Coast Mountains Natural Resource District","Northern","No",NA,"Complete","https://www2.gov.bc.ca/assets/gov/farming-natural-resources-and-industry/natural-resource-use/land-water-use/crown-land/land-use-plans-and-objectives/skeena-region/kalum-srmp/kalum_srmp_plan.pdf",NA,2006,"Established under Land Act (Kalum Sustainable Resource Management Plan)",NA,NA,"Only irrigation licenses associated with this POD. There is ONE domestic license upstream.",12935002.9969,19247.9966,75762,NA,1293.50029969377,19.3652572256733,0,1.5,0,19.3652572256733,1.5
"48","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f8e",35,"100.091","Edand Community Watershed","Edand Creek","CR","PD62685","Forest Practices Code",1995-06-15,"DESIGNATED","Village of McBride, group of domestic water users",2,"Multiple User Groups",NA,"PRIMARY","SW","SW",NA,"NOT SPECIFIED",264,NA,NA,"Prince George Natural Resource District","Northern","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,NA,"Waterworks and many domestic users on this POD.",1859929.7239,8138.2451,75763,NA,185.992972387391,92.5071937312648,0,49.74,0,92.5071937312648,49.74
"49","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f8d",36,"128.009","East Canoe Community Watershed","East Canoe Creek","CR","PD49266","Forest Practices Code",1995-06-15,"DESIGNATED","City of Salmon Arm",1,"Waterworks","Metford Dam","PRIMARY","SW","SW","Disinfection x2","TREATMENT FACILITY",7000,"Gordon Creek, Hobson Creek, Wade Creek, White Cliff Gulch, East Canoe Creek","PD49266, PD49872, PD49617, PD49856, PD49330","Okanagan Shuswap Natural Resource District","Interior","Yes","http://a100.gov.bc.ca/pub/acat/public/viewReport.do?reportId=8701","Not completed by 2019",NA,NA,0,NA,"Mining","No","East Canoe is the only CW out of the five (East Canoe, Gordon, Hobson, Wade, White cliff) that has a stand alone water system that supplies a small percentage (11%) of the drinking water to Salmon Arm residents. It is referred to as Metford Dam.  All of the other CW's feed Shuswap Lake which is Salmon Arm's primary water source. ",19882642.2387,22418.7522,75764,NA,1988.26422387529,470.070876786804,411.028307476997,23.64,20.67,59.0425693098068,2.97
"50","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f8c",37,"340.037","Eagle Community Watershed","Eagle Creek","CR","PD27246","Forest Practices Code",1995-06-15,"DESIGNATED","Eagle Creek Water Users Community",1,"Water Users' Community","Eagle Creek Water Users Community","PRIMARY","SW","SW",NA,"NOT SPECIFIED",33,NA,NA,"Selkirk Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,NA,NA,5735009.4219,10307.6622,75765,NA,573.500942193645,103.174696858834,49,17.99,8.54,54.1746968588337,9.45
"51","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f8b",38,"340.143","Twin Bays Community Watershed","Twin Bays Creek","GW","PD26348","Forest Practices Code",1995-06-15,"DESIGNATED","Armstrong Bay Improvement District, group of domestic users",1,"Waterworks","Armstrong Bay Water System","OTHER SOURCE","GW","GW","NA","NA",23,NA,NA,"Selkirk Natural Resource District","Interior","Yes","http://a100.gov.bc.ca/pub/acat/public/viewReport.do?reportId=9613","Not completed by 2019",NA,NA,0,NA,NA,NA,"Although Armstrong Bay does not curently use its waterworks license, there are other domestic users in watershed and approximately 30 domestic licenses 200m downstream on POD26350",11363001.3104,16903.1275,75766,NA,1136.30013104313,57.4594447375724,0,5.06,0,57.4594447375724,5.06
"52","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f8a",39,"110.104","Elbow Community Watershed","Elbow Creek","CR","PD43336","Forest Practices Code",1995-06-15,"DESIGNATED","Canadian Forest Products Ltd.",1,"Waterworks",NA,"PRIMARY","SW","SW","unknown","NA",2,NA,NA,"Chilliwack Natural Resource District","Fraser","Yes","http://a100.gov.bc.ca/pub/acat/public/viewReport.do?reportId=9352","Not completed by 2019",NA,NA,0,NA,NA,NA,"Canfor has stopped operating in the Harrison area in 2003. The system is being used by Tamihi Logging who purchased the shop/office facility from Canfor at and by the Beach Camp property owners.",8784419.7104,13621.8579,75767,NA,878.441971043757,121.114351806961,54.1206449887763,13.79,6.16,66.9937068181843,7.63
"53","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f89",40,"110.004","Thunderbird Community Watershed","Thunderbird Creek","CR","PD43440","Forest Practices Code",1995-06-15,"DESIGNATED","Thunderbird Water Users Community",1,"Water Users' Community",NA,"PRIMARY","SW","SW",NA,"NOT SPECIFIED",40,NA,NA,"Chilliwack Natural Resource District","Fraser","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,NA,"Note new licenses added to the community watershed designation: http://www.env.gov.bc.ca/wsd/water_rights/scanned_lic_dir/Water%20Users'%20Community/Thunderbird%20WUC/2004-07-23-Amendment.pdf. Information on system: http://www.healthspace.ca/Clients/FHA/FHA_Website.nsf/0/364191A4FA7F5F808825804B005D47E5?OpenDocument",1181729.046,4739.6249,75768,NA,118.172904599966,0,0,0,0,0,0
"54","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f88",41,"900.048","Mossom Community Watershed","Mossom Creek","CR","PD45433","Forest Practices Code",1995-06-15,"DESIGNATED","Mossom Creek WUC, Village of Anmore",2,"Multiple User Groups",NA,"PRIMARY","SW","SW","NA","NA",0,NA,NA,"Chilliwack Natural Resource District","Fraser","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,NA,"The Mossom Creek WUC uses this commuinty watershed as a drinking water supply source.  The Village of Anmore no longer uses the source and is now supplied with water from Metro Vancouver’s Coquitlam reservoir.  

",1688156.7888,7570.4155,75769,NA,168.815678881215,0.49213537023589,0.468199183857814,0.29,0.28,0.0239361863780767,0.01
"55","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f87",73,"320.012","Mckinney Community Watershed","McKinney Creek","CR","PD54397","Forest Practices Code",1995-06-15,"DESIGNATED","Mt. Baldy Waterworks Inc.",1,"Waterworks","Mt. Baldy Waterworks Inc.","PRIMARY - GUDI in CW","GW (GUDI) & SW","GW and SW: a majority from ground water. GW minimally influenced by surface water. (GUDI)","Disinfection x2  & filtration","TREATMENT FACILITY",135,NA,NA,"Okanagan Shuswap Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,"Range use, water quantity","Yes","This CW is used as a drinking water supply source. Wapiti Creek Resources and Consulting oversees the water system and wastewater system and monitors creek flows and water quality. The system has three supply sources for potable water: a spring, well and Mckinney Creek. ",8135312.9596,10915.0894,75801,NA,813.531295956134,24,12,2.95,1.48,12,1.48
"56","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f86",74,"100.088","Weetman Community Watershed","Weetman Creek","CR","PD40144","Forest Practices Code",1995-06-15,"DESIGNATED - REVIEW","South Lakeside WUC",0,"None",NA,"PRIMARY","SW","SW",NA,"NA",4,NA,NA,"Cariboo-Chilcotin Natural Resource District","Interior","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,NA,"4 domestic licenses on POD do not meet the requirements for continued designation because they do not have a total cosumption of 2500gallons/day. This water use community is now shown as taking water from a different watershed (Frank's Creek on PD67400)",3592866.1643,7327.4514,75802,NA,359.28661643115,0,0,0,0,0,0
"57","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f85",75,"920.022","Denham Community Watershed","Denham Brook","BR","PD32495","Forest Practices Code",1995-06-15,"DESIGNATED","Denham Brook Water Users Community",1,"Water Users' Community",NA,"PRIMARY","SW","SW",NA,"NOT SPECIFIED",7,NA,NA,"South Island Natural Resource District","Vancouver Island","No",NA,"Partial","https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-objectives/wqo_report_cowichan_2011.pdf","https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-objectives/wqo_tech_cowichan_2011.pdf",2011,"MOE Report",NA,NA,"7 current domestic licenses associated with this POD (2016). Water quality objectives for Cowichan Lake include recommendations for max turbidity and TSS in tributaries.",469222.7299,3213.3702,75803,NA,46.922272993739,0,0,0,0,0,0
"58","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f84",55,"100.120","Parent Creek Community Watershed","Parent Creek","CR","PD41234","Forest Practices Code",2004-05-14,"DESIGNATED","Group of Water Users",1,"Several Water Users",NA,"YES","SW","SW",NA,"NOT SPECIFIED",14,NA,NA,"Chilliwack Natural Resource District","Fraser","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,NA,"14 current domestic waterworks licenses on creek",345090.4099,2898.3808,75783,NA,34.5090409874538,0,0,0,0,0,0
"59","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f83",56,"310.052","Robinson Community Watershed","Robinson Creek","CR","PD55372","Forest Practices Code",1995-06-15,"DESIGNATED","Regional District of Okanagan-Similkameen",1,"Waterworks",NA,"EMERGENCY BACKUP","SW (other)","Surface water, Okanagan Lake. Naramata and Robinson Creeks are emergency back up sources","Disinfection x2","TREATMENT FACILITY",1000,NA,NA,"Okanagan Shuswap Natural Resource District","Interior","Yes","http://a100.gov.bc.ca/pub/acat/public/viewReport.do?reportId=9103","Not completed by 2019",NA,NA,0,NA,NA,NA,"See Chute CW and Robinson CW. Primary source is now Okanagan Lake dues to the costs of treating surface water. Naramata and Robinson Creeks are emergency back up sources.",19416207.4788,23952.1908,75784,NA,1941.6207478745,216.188669072488,102.458689005624,11.13,5.28,113.729980066864,5.86
"60","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f82",57,"100.097","Cupola Community Watershed","Cupola Creek","CR","PD42237","Forest Practices Code",1995-06-15,"DESIGNATED","Fasken Marineau, Cupola Estates",1,"Waterworks","Cupola Creek Community Water System","PRIMARY","SW","SW","Filtration","POE/POU",4,NA,NA,"Chilliwack Natural Resource District","Fraser","No",NA,"Not completed by 2019",NA,NA,0,NA,"Forestry, water quantity","Yes",NA,2149235.242,6346.3784,75785,NA,214.923524199857,15.6252740995312,15.625274099532,7.27,7.27,-7.44293515708705e-13,0
"61","WHSE_WATER_MANAGEMENT.WLS_COMMUNITY_WS_PUB_SVW.fid-22be77d5_17bea418f62_-4f81",58,"100.010","Deiner Community Watershed","Deiner Creek","OCW","PD42783","Forest Practices Code",1995-06-15,"DESIGNATED - REVIEW","City of Coquitlam",0,"None",NA,"OTHER SOURCE","SW (other CW)","SW (other CW)","NA","NA",0,NA,NA,"Chilliwack Natural Resource District","Fraser","No",NA,"Not completed by 2019",NA,NA,0,NA,NA,NA,"City now obtains its drinking water from Greater Vancouver Water District.  ",237190.9874,2030.7826,75786,NA,23.7190987375034,0.336797398398723,0.336797398398723,1.42,1.42,0,0
